CustomerID,Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,InternetService,OnlineSecurity,TechSupport,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUS-0665,Female,0,No,No,22.0,Yes,Fiber optic,No,No,One year,No,Electronic check,86.93,1916.24,No
CUS-0666,Male,0,Yes,Yes,21.0,Yes,DSL,No,Yes,Month-to-month,Yes,Credit card,31.99,713.55,No
CUS-0667,Female,0,No,No,70.0,Yes,Fiber optic,Yes,No,One year,Yes,Mailed check,98.74,6824.82,No
CUS-0668,Male,0,Yes,Yes,1.0,No,DSL,No,No,One year,No,Electronic check,23.34,21.58,No
CUS-0669,Female,1,No,No,5.0,No,Fiber optic,No,No,Two year,Yes,Electronic check,,477.83,No
CUS-0670,Female,0,No,No,12.0,Yes,Fiber optic,Yes,No,Month-to-month,No,Mailed check,95.1,,No
CUS-0671,Male,0,Yes,No,46.0,Yes,No,No internet service,No internet service,Two year,Yes,Electronic check,21.78,1060.59,No
CUS-0672,Female,0,Yes,Yes,34.0,Yes,DSL,Yes,Yes,One year,No,Electronic check,37.22,1285.4,No
CUS-0673,Male,0,Yes,No,49.0,Yes,DSL,No,No,Two year,Yes,Bank transfer,36.26,1828.91,No
CUS-0674,Male,0,Yes,No,45.0,Yes,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.67,1010.25,No
CUS-0675,Male,0,No,No,27.0,Yes,DSL,No,No,Month-to-month,Yes,Electronic check,21.82,580.7,No
CUS-0676,Male,0,No,No,26.0,Yes,Fiber optic,No,No,Two year,No,Electronic check,80.98,,No
CUS-0677,Male,0,No,No,47.0,Yes,Fiber optic,No,Yes,Two year,No,Credit card,86.69,4463.33,No
CUS-0678,Female,0,Yes,No,56.0,Yes,No,No internet service,No internet service,Month-to-month,Yes,Credit card,30.19,1813.53,No
CUS-0679,Female,0,Yes,No,63.0,Yes,No,No internet service,No internet service,Month-to-month,No,Credit card,30.65,1862.61,No
CUS-0680,Male,0,No,No,48.0,Yes,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,25.35,1207.99,No
CUS-0681,Female,0,Yes,No,61.0,Yes,DSL,Yes,No,Month-to-month,Yes,Electronic check,38.23,2292.42,Yes
CUS-0682,Male,0,No,No,26.0,Yes,No,No internet service,No internet service,Month-to-month,Yes,Credit card,27.37,661.68,Yes
CUS-0683,Female,1,No,No,36.0,Yes,Fiber optic,No,No,Month-to-month,Yes,Bank transfer,80.91,,No
CUS-0684,Female,0,No,No,1.0,Yes,Fiber optic,Yes,Yes,Two year,Yes,Bank transfer,86.0,84.35,Yes
CUS-0685,Female,0,No,No,8.0,Yes,DSL,No,Yes,Month-to-month,Yes,Bank transfer,30.62,263.35,No
CUS-0686,Female,0,No,Yes,52.0,Yes,Fiber optic,No,No,One year,No,Bank transfer,88.16,4299.5,No
CUS-0687,Male,0,Yes,No,47.0,Yes,No,No internet service,No internet service,Month-to-month,No,Mailed check,25.48,1209.03,Yes
CUS-0688,Male,0,Yes,No,56.0,No,No,No internet service,No internet service,Month-to-month,Yes,Credit card,22.63,1146.63,No
CUS-0689,Female,0,Yes,No,14.0,Yes,Fiber optic,No,No,Month-to-month,Yes,Electronic check,96.38,1420.62,Yes
CUS-0690,Female,0,No,No,28.0,No,DSL,No,No,Month-to-month,Yes,Credit card,39.92,1135.85,Yes
CUS-0691,Male,0,No,No,2.0,Yes,Fiber optic,No,No,One year,Yes,Bank transfer,86.59,177.53,No
CUS-0692,Female,0,No,No,26.0,Yes,No,No internet service,No internet service,Two year,Yes,Electronic check,27.63,653.97,No
CUS-0693,Male,0,No,No,14.0,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,Mailed check,92.36,1218.31,Yes
CUS-0694,Male,1,Yes,No,59.0,Yes,Fiber optic,No,No,Month-to-month,No,Credit card,94.37,5093.82,Yes
CUS-0695,Male,0,Yes,No,56.0,No,DSL,No,No,Month-to-month,No,Electronic check,27.84,1493.22,No
CUS-0696,Female,0,No,No,7.0,Yes,Fiber optic,No,No,Two year,Yes,Electronic check,98.1,704.2,No
CUS-0697,Male,0,No,No,3.0,Yes,Fiber optic,Yes,No,One year,Yes,Bank transfer,91.2,277.22,Yes
CUS-0698,Female,0,No,Yes,23.0,Yes,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer,29.01,682.2,Yes
CUS-0699,Male,0,Yes,Yes,18.0,Yes,Fiber optic,No,Yes,One year,No,Credit card,92.93,1689.22,No
CUS-0700,Female,0,Yes,No,38.0,Yes,DSL,No,Yes,Two year,Yes,Mailed check,39.06,1416.9,No
CUS-0701,Female,1,Yes,Yes,15.0,Yes,Fiber optic,No,No,Month-to-month,Yes,Electronic check,95.89,1364.85,Yes
CUS-0702,Female,0,No,No,64.0,Yes,DSL,No,No,Month-to-month,No,Bank transfer,20.8,1234.57,No
CUS-0703,Male,0,No,No,28.0,Yes,No,No internet service,No internet service,Two year,Yes,Credit card,26.65,798.3,No
CUS-0704,Male,0,Yes,No,39.0,Yes,Fiber optic,No,Yes,One year,Yes,Bank transfer,89.41,3568.22,No
CUS-0705,Female,0,No,No,57.0,Yes,Fiber optic,Yes,No,Month-to-month,Yes,Credit card,86.29,4610.15,No
CUS-0706,Female,0,Yes,Yes,17.0,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,Bank transfer,94.0,1494.84,Yes
CUS-0707,Female,0,No,No,44.0,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,Mailed check,96.53,4564.2,No
CUS-0708,Male,0,Yes,No,25.0,Yes,Fiber optic,No,No,Month-to-month,Yes,Electronic check,94.63,2480.6,Yes
CUS-0709,Male,1,No,No,17.0,Yes,Fiber optic,No,Yes,One year,Yes,Bank transfer,99.79,,No
CUS-0710,Male,0,Yes,Yes,13.0,Yes,DSL,No,No,Month-to-month,Yes,Electronic check,25.45,324.69,No
CUS-0711,Male,0,Yes,No,25.0,Yes,DSL,No,Yes,One year,No,Credit card,37.5,892.87,No
CUS-0712,Female,0,Yes,Yes,68.0,No,DSL,No,No,Two year,Yes,Mailed check,35.33,2632.81,No
CUS-0713,Female,0,Yes,Yes,10.0,Yes,Fiber optic,No,No,Month-to-month,Yes,Electronic check,,924.26,Yes
CUS-0714,Male,0,Yes,Yes,67.0,Yes,DSL,No,No,Month-to-month,No,Bank transfer,34.68,2231.44,No
CUS-0715,Male,0,Yes,Yes,18.0,Yes,Fiber optic,Yes,No,Month-to-month,No,Electronic check,82.08,1580.14,Yes
CUS-0716,Female,0,No,No,34.0,Yes,No,No internet service,No internet service,One year,No,Electronic check,35.79,1279.88,No
CUS-0717,Male,0,No,Yes,8.0,Yes,No,No internet service,No internet service,Month-to-month,Yes,Credit card,30.65,235.25,Yes
CUS-0718,Male,0,No,No,40.0,No,Fiber optic,No,No,One year,Yes,Mailed check,85.85,3383.56,No
CUS-0719,Male,0,Yes,No,42.0,Yes,Fiber optic,No,Yes,Two year,No,Mailed check,93.12,3665.39,Yes
CUS-0720,Male,1,Yes,No,41.0,Yes,DSL,No,No,Month-to-month,No,Electronic check,32.83,1241.32,No
CUS-0721,Male,0,No,Yes,6.0,Yes,Fiber optic,No,Yes,Two year,Yes,Electronic check,84.19,527.65,No
CUS-0722,Male,0,Yes,No,52.0,Yes,No,No internet service,No internet service,Two year,No,Credit card,20.61,1021.89,No
CUS-0723,Female,0,Yes,No,26.0,Yes,DSL,Yes,No,Month-to-month,Yes,Electronic check,28.67,,No
CUS-0724,Male,0,Yes,No,64.0,Yes,Fiber optic,Yes,Yes,Month-to-month,No,Credit card,91.39,6428.72,Yes
CUS-0725,Male,0,Yes,Yes,59.0,Yes,No,No internet service,No internet service,Two year,No,Mailed check,37.53,2026.77,No
CUS-0726,Female,1,Yes,No,56.0,Yes,No,No internet service,No internet service,Two year,No,Mailed check,38.56,2147.71,No
CUS-0727,Female,0,No,No,59.0,Yes,DSL,No,No,Month-to-month,No,Credit card,30.58,1913.22,Yes
CUS-0728,Female,0,No,No,70.0,Yes,Fiber optic,No,No,Month-to-month,No,Electronic check,95.08,7040.23,No
CUS-0729,Male,0,No,Yes,33.0,Yes,DSL,No,No,Month-to-month,Yes,Mailed check,28.79,999.47,Yes
CUS-0730,Female,0,No,No,53.0,Yes,DSL,Yes,No,Two year,Yes,Bank transfer,34.92,1794.87,No
CUS-0731,Male,0,No,Yes,22.0,Yes,No,No internet service,No internet service,Month-to-month,Yes,Credit card,24.1,525.31,No
CUS-0732,Male,0,Yes,Yes,21.0,Yes,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,27.42,586.76,No
CUS-0733,Male,1,Yes,No,70.0,Yes,Fiber optic,No,No,Two year,No,Mailed check,92.68,7102.55,No
CUS-0734,Female,0,Yes,Yes,70.0,No,DSL,No,No,Month-to-month,Yes,Mailed check,20.36,1376.04,No
CUS-0735,Female,0,Yes,Yes,4.0,Yes,No,No internet service,No internet service,One year,Yes,Bank transfer,34.45,149.46,No
CUS-0736,Female,0,No,Yes,62.0,Yes,Fiber optic,No,No,Month-to-month,No,Bank transfer,96.71,5719.43,No
CUS-0737,Female,0,No,No,62.0,Yes,Fiber optic,No,No,Two year,No,Bank transfer,87.98,5988.32,Yes
CUS-0738,Female,0,No,No,24.0,Yes,Fiber optic,No,No,Month-to-month,Yes,Electronic check,88.96,2207.74,Yes
CUS-0739,Male,0,Yes,No,55.0,Yes,DSL,No,No,One year,Yes,Credit card,37.03,2021.79,No
CUS-0740,Male,0,No,No,9.0,Yes,Fiber optic,No,No,One year,Yes,Electronic check,95.51,879.08,Yes
CUS-0741,Male,0,Yes,Yes,3.0,Yes,Fiber optic,Yes,No,Month-to-month,No,Bank transfer,85.76,245.58,Yes
CUS-0742,Male,0,No,No,31.0,Yes,DSL,No,No,Month-to-month,Yes,Credit card,26.48,783.8,Yes
CUS-0743,Female,0,No,No,40.0,Yes,DSL,No,No,Month-to-month,No,Electronic check,33.58,,No
CUS-0744,Female,1,Yes,Yes,36.0,Yes,DSL,No,No,Month-to-month,Yes,Electronic check,31.26,1038.49,No
CUS-0745,Male,0,Yes,No,24.0,No,DSL,No,Yes,Two year,Yes,Electronic check,23.24,540.77,No
CUS-0746,Female,0,No,No,6.0,Yes,Fiber optic,No,No,Two year,No,Bank transfer,86.2,,Yes
CUS-0747,Female,0,No,Yes,66.0,Yes,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,38.0,2562.16,Yes
CUS-0748,Male,1,Yes,Yes,4.0,Yes,DSL,Yes,Yes,One year,Yes,Credit card,33.76,124.31,No
CUS-0749,Male,1,No,Yes,6.0,Yes,DSL,No,Yes,One year,Yes,Bank transfer,39.72,255.11,No
CUS-0750,Female,0,No,Yes,51.0,No,Fiber optic,No,No,Two year,Yes,Credit card,95.34,4960.92,No
CUS-0751,Female,1,Yes,No,62.0,Yes,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer,38.84,2630.04,No
CUS-0752,Male,0,No,No,57.0,Yes,DSL,No,No,Month-to-month,Yes,Electronic check,24.32,1433.42,No
CUS-0753,Male,0,Yes,No,66.0,Yes,Fiber optic,No,Yes,Month-to-month,Yes,Electronic check,95.43,5889.21,Yes
CUS-0754,Male,0,No,No,8.0,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,Mailed check,80.4,639.83,Yes
CUS-0755,Female,0,Yes,Yes,26.0,Yes,DSL,No,No,Month-to-month,No,Mailed check,33.42,894.73,No
CUS-0756,Male,0,No,No,51.0,Yes,DSL,No,No,Month-to-month,No,Credit card,29.39,1357.47,No
CUS-0757,Male,0,Yes,No,45.0,Yes,Fiber optic,No,Yes,Month-to-month,Yes,Mailed check,86.94,3532.74,Yes
CUS-0758,Female,0,No,No,44.0,Yes,Fiber optic,No,No,One year,Yes,Mailed check,97.25,3961.84,Yes
CUS-0759,Female,0,Yes,No,5.0,Yes,Fiber optic,No,No,Month-to-month,Yes,Credit card,97.09,461.34,Yes
CUS-0760,Female,0,No,No,70.0,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,Bank transfer,80.45,5552.15,No
CUS-0761,Female,0,No,No,26.0,Yes,Fiber optic,No,Yes,Month-to-month,Yes,Mailed check,92.19,2390.92,No
CUS-0762,Female,0,No,No,68.0,Yes,DSL,No,Yes,Month-to-month,Yes,Bank transfer,27.36,1725.79,No
CUS-0763,Male,0,No,Yes,19.0,Yes,Fiber optic,Yes,No,One year,Yes,Electronic check,88.31,1736.08,Yes
CUS-0764,Male,0,No,Yes,20.0,Yes,DSL,Yes,No,Month-to-month,Yes,Mailed check,36.64,746.89,No
CUS-0765,Female,1,No,Yes,12.0,Yes,DSL,No,No,Month-to-month,Yes,Electronic check,26.2,301.48,No
CUS-0766,Female,0,No,No,47.0,Yes,Fiber optic,Yes,No,Month-to-month,No,Electronic check,98.86,4194.47,No
CUS-0767,Female,0,No,No,1.0,Yes,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer,23.59,21.6,No
CUS-0768,Female,0,No,No,14.0,Yes,No,No internet service,No internet service,Month-to-month,No,Credit card,33.25,455.42,No
CUS-0769,Female,0,Yes,No,64.0,Yes,Fiber optic,No,No,Two year,No,Mailed check,93.44,5566.3,Yes
CUS-0770,Male,0,Yes,No,38.0,Yes,DSL,No,Yes,Month-to-month,Yes,Bank transfer,25.04,928.08,Yes
CUS-0771,Male,0,No,No,37.0,Yes,DSL,No,No,Month-to-month,Yes,Credit card,26.5,1005.64,Yes
CUS-0772,Male,1,Yes,Yes,11.0,Yes,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,36.7,407.51,No
CUS-0773,Male,0,No,Yes,3.0,Yes,Fiber optic,No,No,Month-to-month,Yes,Mailed check,95.24,270.36,Yes
CUS-0774,Female,1,No,No,33.0,Yes,Fiber optic,No,No,One year,Yes,Electronic check,86.58,2767.9,No
CUS-0775,Male,1,Yes,No,6.0,Yes,No,No internet service,No internet service,One year,No,Electronic check,30.68,188.28,No
CUS-0776,Female,0,No,No,50.0,Yes,Fiber optic,No,No,One year,Yes,Mailed check,81.23,4354.62,No
CUS-0777,Female,1,No,Yes,10.0,Yes,No,No internet service,No internet service,Month-to-month,Yes,Credit card,24.17,253.94,No
CUS-0778,Female,0,Yes,Yes,5.0,Yes,DSL,Yes,No,Month-to-month,No,Credit card,29.72,150.19,Yes
CUS-0779,Male,0,Yes,No,23.0,Yes,Fiber optic,Yes,No,Two year,No,Mailed check,81.72,1827.79,No
CUS-0780,Female,0,No,Yes,10.0,Yes,No,No internet service,No internet service,Two year,Yes,Mailed check,36.87,358.75,No
CUS-0781,Male,1,Yes,Yes,44.0,Yes,DSL,No,No,Month-to-month,No,Bank transfer,34.36,1626.56,Yes
CUS-0782,Male,1,Yes,No,,Yes,Fiber optic,Yes,No,Month-to-month,Yes,Bank transfer,98.87,179.52,No
CUS-0783,Female,0,No,Yes,13.0,Yes,DSL,Yes,No,Month-to-month,Yes,Electronic check,33.87,483.28,No
CUS-0784,Female,0,Yes,No,,Yes,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,38.81,1603.44,No
CUS-0785,Female,0,Yes,Yes,2.0,Yes,DSL,No,No,Month-to-month,Yes,Credit card,31.09,64.43,No
CUS-0786,Male,0,No,Yes,65.0,Yes,Fiber optic,No,No,Month-to-month,No,Electronic check,92.0,5427.45,Yes
CUS-0787,Female,0,Yes,No,63.0,No,DSL,Yes,No,One year,Yes,Electronic check,39.54,2543.6,No
CUS-0788,Male,0,Yes,No,17.0,Yes,Fiber optic,No,Yes,Month-to-month,Yes,Electronic check,92.84,1573.48,Yes
CUS-0789,Female,0,No,No,9.0,Yes,DSL,No,Yes,Month-to-month,Yes,Electronic check,20.62,170.95,Yes
CUS-0790,Female,0,No,No,15.0,Yes,DSL,No,No,Month-to-month,Yes,Credit card,34.48,494.23,Yes
CUS-0791,Male,1,No,Yes,24.0,Yes,Fiber optic,Yes,No,Two year,Yes,Electronic check,98.11,2538.45,No
CUS-0792,Male,0,Yes,No,38.0,No,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,35.91,1378.22,No
CUS-0793,Male,0,No,Yes,35.0,Yes,DSL,No,No,One year,No,Bank transfer,31.68,1089.6,No
CUS-0794,Male,0,No,No,49.0,Yes,DSL,No,Yes,Month-to-month,Yes,Credit card,33.43,,No
CUS-0795,Male,1,Yes,No,69.0,Yes,Fiber optic,Yes,No,One year,Yes,Mailed check,99.8,7181.1,No
CUS-0796,Male,1,No,No,62.0,Yes,Fiber optic,No,No,Month-to-month,Yes,Mailed check,81.81,5278.0,Yes
CUS-0797,Female,0,No,No,60.0,Yes,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,33.34,2046.03,No
CUS-0798,Female,0,No,Yes,,Yes,DSL,No,No,Month-to-month,Yes,Bank transfer,25.67,1286.13,Yes
CUS-0799,Male,0,No,Yes,9.0,No,Fiber optic,Yes,No,Month-to-month,No,Bank transfer,92.8,824.14,Yes
CUS-0800,Female,0,Yes,No,34.0,Yes,DSL,No,Yes,Month-to-month,No,Bank transfer,32.15,1113.49,Yes
CUS-0801,Male,0,No,No,35.0,Yes,DSL,Yes,No,One year,Yes,Mailed check,23.07,764.4,Yes
CUS-0802,Female,0,No,No,1.0,Yes,Fiber optic,No,Yes,Month-to-month,Yes,Bank transfer,84.13,91.55,Yes
CUS-0803,Female,0,Yes,Yes,40.0,Yes,Fiber optic,No,No,Month-to-month,No,Electronic check,92.43,3762.86,No
CUS-0804,Male,0,No,No,64.0,Yes,Fiber optic,No,No,Month-to-month,Yes,Bank transfer,82.56,5084.31,Yes
CUS-0805,Male,0,Yes,Yes,22.0,Yes,DSL,No,No,One year,Yes,Credit card,25.3,551.0,Yes
CUS-0806,Male,0,Yes,No,60.0,Yes,Fiber optic,No,No,Two year,Yes,Mailed check,96.7,6156.72,Yes
CUS-0807,Female,0,Yes,No,64.0,Yes,Fiber optic,No,No,One year,No,Mailed check,86.54,5163.73,No
CUS-0808,Male,1,No,No,11.0,Yes,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,29.76,313.8,No
CUS-0809,Female,0,Yes,Yes,14.0,No,DSL,No,Yes,One year,No,Bank transfer,38.82,562.99,No
CUS-0810,Male,1,Yes,No,60.0,Yes,DSL,No,No,Two year,No,Bank transfer,24.54,1418.07,No
CUS-0811,Female,0,Yes,No,30.0,Yes,Fiber optic,No,No,Two year,Yes,Credit card,87.79,2787.77,No
CUS-0812,Female,0,No,No,35.0,Yes,Fiber optic,No,No,Month-to-month,No,Electronic check,92.13,2986.23,No
CUS-0813,Male,0,No,No,37.0,Yes,DSL,No,No,Month-to-month,No,Credit card,35.11,1367.32,No
CUS-0814,Female,0,No,No,5.0,Yes,No,No internet service,No internet service,Month-to-month,Yes,Credit card,38.03,173.73,No
CUS-0815,Female,0,No,No,26.0,Yes,DSL,No,Yes,Month-to-month,Yes,Mailed check,38.31,898.96,No
CUS-0816,Male,0,No,No,62.0,Yes,No,No internet service,No internet service,One year,Yes,Mailed check,35.53,2378.31,No
CUS-0817,Female,0,No,Yes,4.0,Yes,DSL,No,No,Month-to-month,Yes,Bank transfer,24.57,99.88,No
CUS-0818,Male,0,No,Yes,42.0,Yes,Fiber optic,No,No,Month-to-month,Yes,Bank transfer,80.5,3280.81,No
CUS-0819,Male,0,Yes,No,18.0,Yes,No,No internet service,No internet service,One year,Yes,Credit card,27.68,471.59,Yes
CUS-0820,Male,0,Yes,Yes,40.0,Yes,DSL,Yes,Yes,Two year,Yes,Bank transfer,22.83,934.55,No
CUS-0821,Male,0,Yes,No,39.0,Yes,No,No internet service,No internet service,Month-to-month,No,Credit card,34.21,1336.59,No
CUS-0822,Female,0,Yes,No,14.0,Yes,Fiber optic,No,Yes,One year,Yes,Bank transfer,93.22,1433.39,Yes
CUS-0823,Female,0,No,No,32.0,Yes,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer,20.88,732.73,No
CUS-0824,Female,0,Yes,No,51.0,Yes,Fiber optic,No,Yes,Two year,Yes,Mailed check,96.73,5066.45,No
CUS-0825,Male,1,Yes,No,38.0,Yes,DSL,No,No,Two year,Yes,Mailed check,24.97,938.02,No
CUS-0826,Female,0,Yes,No,23.0,Yes,DSL,Yes,Yes,Month-to-month,Yes,Mailed check,28.64,657.55,Yes
CUS-0827,Female,0,Yes,Yes,63.0,No,DSL,No,No,One year,Yes,Mailed check,33.36,2178.38,No
CUS-0828,Male,1,No,No,15.0,Yes,DSL,Yes,No,Two year,Yes,Electronic check,28.59,394.68,No
CUS-0829,Male,0,No,Yes,25.0,No,DSL,No,No,Month-to-month,No,Mailed check,28.83,696.01,No
CUS-0830,Female,0,No,No,17.0,Yes,DSL,No,No,Month-to-month,No,Electronic check,21.31,331.5,No
CUS-0831,Male,0,Yes,No,66.0,Yes,Fiber optic,Yes,No,One year,Yes,Mailed check,88.03,5314.23,No
CUS-0832,Male,0,No,No,53.0,Yes,No,No internet service,No internet service,Month-to-month,No,Bank transfer,35.3,1757.09,No
CUS-0833,Male,0,Yes,Yes,51.0,Yes,DSL,No,No,Month-to-month,No,Credit card,38.3,1947.54,No
CUS-0834,Male,0,No,No,39.0,Yes,DSL,No,No,Two year,Yes,Bank transfer,28.27,,No
CUS-0835,Female,0,No,No,51.0,Yes,Fiber optic,Yes,Yes,One year,No,Bank transfer,88.47,4498.88,No
CUS-0836,Male,0,No,Yes,70.0,No,DSL,No,Yes,Month-to-month,No,Electronic check,34.05,2305.07,No
CUS-0837,Male,1,No,Yes,6.0,Yes,DSL,Yes,No,Month-to-month,Yes,Mailed check,38.86,213.68,Yes
CUS-0838,Male,0,No,Yes,67.0,Yes,DSL,No,No,Month-to-month,Yes,Credit card,25.34,1714.86,Yes
CUS-0839,Male,0,Yes,No,7.0,Yes,No,No internet service,No internet service,Month-to-month,Yes,Credit card,28.8,192.38,Yes
CUS-0840,Male,0,No,Yes,51.0,Yes,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,35.92,1874.03,Yes
CUS-0841,Male,0,Yes,No,42.0,Yes,Fiber optic,Yes,Yes,One year,No,Electronic check,92.19,4241.51,No
CUS-0842,Male,0,Yes,No,64.0,Yes,Fiber optic,No,Yes,Month-to-month,Yes,Electronic check,82.21,4852.43,Yes
CUS-0843,Male,0,Yes,No,15.0,No,Fiber optic,No,No,Month-to-month,No,Electronic check,92.55,1308.32,No
CUS-0844,Female,0,Yes,Yes,29.0,Yes,Fiber optic,Yes,Yes,Month-to-month,No,Credit card,83.73,2415.1,No
CUS-0845,Male,1,Yes,No,33.0,Yes,Fiber optic,No,No,Two year,No,Electronic check,90.2,3255.58,No
CUS-0846,Female,0,No,No,27.0,Yes,Fiber optic,No,No,Month-to-month,No,Electronic check,90.58,2578.61,No
CUS-0847,Male,0,No,No,36.0,Yes,DSL,Yes,Yes,Month-to-month,Yes,Credit card,37.52,1458.3,Yes
CUS-0848,Male,0,No,No,29.0,Yes,DSL,Yes,No,Month-to-month,Yes,Credit card,29.25,820.04,No
CUS-0849,Male,0,No,No,38.0,Yes,Fiber optic,No,Yes,One year,No,Bank transfer,85.59,,Yes
CUS-0850,Male,0,Yes,No,57.0,Yes,No,No internet service,No internet service,One year,Yes,Credit card,24.62,1291.87,No
CUS-0851,Female,0,No,No,27.0,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,Mailed check,97.49,2396.89,No
CUS-0852,Male,0,No,No,55.0,Yes,No,No internet service,No internet service,Month-to-month,No,Credit card,23.42,1379.71,No
CUS-0853,Male,0,Yes,Yes,33.0,No,No,No internet service,No internet service,Month-to-month,No,Credit card,28.52,1021.58,No
CUS-0854,Female,0,Yes,Yes,68.0,Yes,DSL,No,No,Month-to-month,Yes,Electronic check,23.74,1482.13,No
CUS-0855,Female,0,No,Yes,66.0,Yes,Fiber optic,No,No,Month-to-month,No,Bank transfer,95.47,5813.86,Yes
CUS-0856,Male,0,No,No,,Yes,Fiber optic,No,Yes,Month-to-month,No,Electronic check,89.49,811.35,Yes
CUS-0857,Female,0,Yes,No,5.0,Yes,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer,27.02,124.41,No
CUS-0858,Female,0,No,No,38.0,Yes,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,27.22,974.25,No
CUS-0859,Female,0,No,No,13.0,Yes,Fiber optic,No,No,Month-to-month,No,Mailed check,97.04,1380.12,No
CUS-0860,Male,0,No,No,31.0,Yes,DSL,Yes,Yes,One year,Yes,Electronic check,31.08,995.83,No
CUS-0861,Male,0,No,No,47.0,Yes,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,34.36,1704.89,No
CUS-0862,Male,0,Yes,No,52.0,Yes,DSL,No,Yes,Month-to-month,Yes,Mailed check,37.94,2081.84,No
CUS-0863,Female,0,Yes,No,56.0,Yes,No,No internet service,No internet service,Month-to-month,No,Mailed check,38.03,2144.62,No
CUS-0864,Male,1,Yes,Yes,15.0,Yes,No,No internet service,No internet service,Two year,Yes,Credit card,26.57,422.26,No
CUS-0865,Female,0,No,Yes,29.0,Yes,Fiber optic,No,No,Two year,Yes,Electronic check,99.05,2927.49,No
CUS-0866,Male,1,No,Yes,,Yes,Fiber optic,No,Yes,Month-to-month,Yes,Mailed check,80.5,620.11,Yes
CUS-0867,Male,0,No,No,5.0,Yes,Fiber optic,No,No,Month-to-month,No,Mailed check,87.54,443.05,No
CUS-0868,Female,0,No,No,29.0,Yes,Fiber optic,No,No,Month-to-month,Yes,Credit card,,2858.71,Yes
CUS-0869,Male,0,No,No,47.0,No,DSL,Yes,Yes,Month-to-month,Yes,Bank transfer,25.49,1275.53,Yes
CUS-0870,Female,0,Yes,Yes,68.0,Yes,Fiber optic,Yes,No,Month-to-month,No,Mailed check,85.46,6371.17,No
CUS-0871,Female,1,No,No,45.0,No,No,No internet service,No internet service,One year,Yes,Mailed check,26.05,1151.39,No
CUS-0872,Male,0,No,No,2.0,Yes,No,No internet service,No internet service,Month-to-month,No,Electronic check,32.25,67.9,No
CUS-0873,Female,0,Yes,Yes,27.0,Yes,DSL,Yes,No,Two year,No,Credit card,28.77,714.61,No
CUS-0874,Male,0,No,No,36.0,Yes,No,No internet service,No internet service,Month-to-month,No,Electronic check,34.53,1311.9,No
CUS-0875,Male,0,Yes,Yes,36.0,No,Fiber optic,No,No,Two year,Yes,Bank transfer,97.9,3433.76,Yes
CUS-0876,Female,0,Yes,No,26.0,Yes,DSL,No,Yes,Two year,No,Credit card,33.48,790.29,No
CUS-0877,Male,0,Yes,No,43.0,Yes,DSL,Yes,No,Month-to-month,No,Electronic check,24.09,1007.54,Yes
CUS-0878,Female,0,Yes,Yes,27.0,Yes,DSL,No,Yes,Month-to-month,No,Mailed check,38.65,1066.64,No
CUS-0879,Male,0,Yes,Yes,69.0,Yes,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,25.29,1612.13,No
CUS-0880,Male,0,No,No,20.0,Yes,Fiber optic,Yes,No,Month-to-month,No,Credit card,83.0,,Yes
CUS-0881,Male,0,Yes,No,11.0,Yes,Fiber optic,No,No,Month-to-month,Yes,Mailed check,81.8,823.8,Yes
CUS-0882,Male,1,Yes,No,38.0,Yes,DSL,No,Yes,One year,Yes,Electronic check,31.27,1290.45,No
CUS-0883,Male,1,No,No,6.0,Yes,Fiber optic,Yes,No,Month-to-month,Yes,Credit card,82.28,514.13,Yes
CUS-0884,Female,0,No,No,23.0,Yes,DSL,No,No,Two year,No,Mailed check,22.78,506.1,No
CUS-0885,Female,0,Yes,No,47.0,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,Mailed check,86.0,3953.68,Yes
CUS-0886,Female,0,No,No,46.0,Yes,Fiber optic,No,No,Two year,Yes,Bank transfer,85.63,4128.69,Yes
